Serial Number,Common Name (India Checklist),Scientific Name (India Checklist),IUCN Status,WLPA Schedule,Analysed Long-term,Analysed Current,Long-term Trend (%),Long-term Trend CI (%),Current Annual Change (%),Current Annual Change CI (%),"Distribution Range Size (units of 10,000 sq. km.)","Distribution Range Size CI (units of 10,000 sq. km.)",Long Term Status,Current Status,Distribution Status,Status of Conservation Concern,Assessed Primarily Based On,Migratory Status
509,Square-tailed Bulbul,Hypsipetes ganeesa,Least Concern,Schedule-IV,X,X,-73.72585774,13.08624455,-6.033059576,7.227043994,10.8372287,0.0432,Strong Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
510,Nicobar Bulbul,Ixos nicobariensis,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,0.0273,0,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
511,Ashy Bulbul,Hemixos flavala,Least Concern,Schedule-IV,X,X,-11.18679788,57.94513746,-3.044712761,10.08654292,14.4776018,0.075,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
512,Mountain Bulbul,Ixos mcclellandii,Least Concern,Schedule-IV,,X,NA,NA,1.795496442,19.17922834,10.1667318,0.0628,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
513,Scaly-breasted Wren Babbler,Pnoepyga albiventer,Least Concern,Schedule-IV,,X,NA,NA,-4.294632017,120.5994603,10.2182332,0.0748,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
514,Nepal Wren Babbler,Pnoepyga immaculata,Least Concern,Schedule-IV,,,NA,NA,NA,NA,3.2446287,0.1612,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
515,Pygmy Wren Babbler,Pnoepyga pusilla,Least Concern,Schedule-IV,,X,NA,NA,6.113539934,32.45113573,8.744825,0.0801,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
516,Pale-footed Bush Warbler,Hemitesia pallidipes,Least Concern,Schedule-IV,,,NA,NA,NA,NA,1.5824875,0.1148,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
517,Grey-bellied Tesia,Tesia cyaniventer,Least Concern,Schedule-IV,,X,NA,NA,-10.3477802,26.74908316,9.0333357,0.0798,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
518,Slaty-bellied Tesia,Tesia olivea,Least Concern,Schedule-IV,,X,NA,NA,-6.279228516,17.53896294,4.7170644,0.0893,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
519,Grey-sided Bush Warbler,Cettia brunnifrons,Least Concern,Schedule-IV,,X,NA,NA,-11.89588768,22.35467003,9.403377,0.0717,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
520,Chestnut-headed Tesia,Cettia castaneocoronata,Least Concern,Schedule-IV,X,X,-31.57070146,67.19636026,-9.023416354,12.21179651,11.1096068,0.0727,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
521,Yellow-bellied Warbler,Abroscopus superciliaris,Least Concern,Schedule-IV,,X,NA,NA,5.274945368,37.77448186,6.4601813,0.0805,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
522,Black-faced Warbler,Abroscopus schisticeps,Least Concern,Schedule-IV,,X,NA,NA,3.813492508,16.38218754,7.0073272,0.0723,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
523,Mountain Tailorbird,Phyllergates cucullatus,Least Concern,Schedule-IV,,X,NA,NA,0.493196259,51.32509016,8.890785,0.1076,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
524,Broad-billed Warbler,Tickellia hodgsoni,Least Concern,Schedule-IV,,X,NA,NA,2.61331217,24.78750513,3.2325796,0.1137,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
525,Brownish-flanked Bush Warbler,Horornis fortipes,Least Concern,Schedule-IV,X,X,-27.72840202,56.25014364,-0.536129166,13.93054193,14.5239044,0.0763,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
526,Hume's Bush Warbler,Horornis brunnescens,Least Concern,Schedule-IV,,,NA,NA,NA,NA,3.615123,0.1096,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
527,Aberrant Bush Warbler,Horornis flavolivaceus,Least Concern,Schedule-IV,,X,NA,NA,10.24766534,82.0412682,9.4481001,0.1127,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
528,Ashy-throated Warbler,Phylloscopus maculipennis,Least Concern,Schedule-IV,X,X,-31.09547627,64.80980631,-0.48618545,17.27344076,12.6244817,0.0679,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
529,Buff-barred Warbler,Phylloscopus pulcher,Least Concern,Schedule-IV,X,X,-43.65439354,74.3890606,0.391026007,25.35866681,14.1367914,0.0715,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
530,Yellow-browed Warbler,Phylloscopus inornatus,Least Concern,Schedule-IV,,X,NA,NA,-16.02066191,8.595259779,10.189409,0.0724,Data Deficient,Strong Decline,Moderate,Moderate,Trends & Range Size,Migratory-Long-Distance
531,Hume's Leaf Warbler,Phylloscopus humei,Least Concern,Schedule-IV,X,X,-8.630774318,41.16883047,17.06511895,12.29511521,31.8778272,0.0653,Uncertain,Strong Increase,Large,Low,Trends & Range Size,Migratory-Local
532,Brooks's Leaf Warbler,Phylloscopus subviridis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,1.0303289,0.0762,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Migratory-Long-Distance
533,Lemon-rumped Warbler,Phylloscopus chloronotus,Least Concern,Schedule-IV,X,X,-60.02265941,29.02770893,-4.832879672,11.88444213,21.6063345,0.0831,Moderate Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
534,Tytler's Leaf Warbler,Phylloscopus tytleri,Near Threatened,Schedule-IV,,X,NA,NA,-5.119642874,59.3941213,0.5091804,0.0809,Data Deficient,Uncertain,Very Restricted,High,Range Size,Migratory-Local
535,Sulphur-bellied Warbler,Phylloscopus griseolus,Least Concern,Schedule-IV,X,X,-57.95428625,77.78715052,1.69440157,34.58131915,3.6691264,0.1401,Uncertain,Uncertain,Restricted,Moderate,Trends & Range Size,Migratory-Local
536,Tickell's Leaf Warbler,Phylloscopus affinis,Least Concern,Schedule-IV,X,X,-58.19379719,41.03153609,-2.666037441,16.36466644,11.5493648,0.1181,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Local
537,Dusky Warbler,Phylloscopus fuscatus,Least Concern,Schedule-IV,,X,NA,NA,9.27836963,16.38689438,12.0543778,0.0716,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Long-Distance
538,Smoky Warbler,Phylloscopus fuligiventer,Least Concern,Schedule-IV,,,NA,NA,NA,NA,0.9812411,0.0854,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Migratory-Local
539,Kashmir Chiffchaff,Phylloscopus sindianus,Least Concern,Schedule-IV,,,NA,NA,NA,NA,5.5948466,0.0624,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Migratory-Local
540,Common Chiffchaff,Phylloscopus collybita,Least Concern,Schedule-IV,X,X,-35.32101141,22.19863846,1.787754361,6.2778647,71.0169898,0.131,Stable,Uncertain,Large,Low,Trends & Range Size,Migratory-Long-Distance
541,White-spectacled Warbler,Phylloscopus intermedius,Least Concern,Schedule-IV,,X,NA,NA,-11.05024083,36.78971312,7.3550894,0.1045,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
542,Grey-cheeked Warbler,Phylloscopus poliogenys,Least Concern,Schedule-IV,,X,NA,NA,-0.441044799,56.64402927,6.3557524,0.0815,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
543,Green-crowned Warbler,Phylloscopus burkii,Least Concern,Schedule-IV,,,NA,NA,NA,NA,1.1469532,0.119,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Migratory-Local
544,Whistler's Warbler,Phylloscopus whistleri,Least Concern,Schedule-IV,X,X,22.17579445,141.2158009,-10.19056948,14.90596634,17.8432076,0.088,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
545,Green Leaf Warbler,Phylloscopus nitidus,Least Concern,Schedule-IV,,,NA,NA,NA,NA,NA,NA,,,,,Trends & Range Size,Migratory-Long-Distance
546,Greenish Leaf Warbler,Phylloscopus trochiloides,Least Concern,Schedule-IV,X,X,-44.81792157,15.11580155,2.745776909,5.350475179,92.1741449,0.0829,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Migratory-Local
547,Large-billed Leaf Warbler,Phylloscopus magnirostris,Least Concern,Schedule-IV,X,X,-89.45766778,37.43067081,-7.836144327,54.51039883,9.9697666,0.0466,Strong Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Migratory-Local
548,Chestnut-crowned Warbler,Phylloscopus castaniceps,Least Concern,Schedule-IV,,X,NA,NA,3.99812607,41.10371313,8.0853353,0.078,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
549,Yellow-vented Leaf Warbler,Phylloscopus cantator,Least Concern,Schedule-IV,,,NA,NA,NA,NA,7.7783079,0.1183,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
550,Western Crowned Leaf Warbler,Phylloscopus occipitalis,Least Concern,Schedule-IV,X,X,-73.16810773,20.54345429,3.944375775,16.12427603,5.1219082,0.074,Strong Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Migratory-Local
551,Blyth's Leaf Warbler,Phylloscopus reguloides,Least Concern,Schedule-IV,X,X,-69.64782452,64.48761961,-11.73425445,25.68779707,5.6731738,0.0635,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
552,Grey-hooded Leaf Warbler,Phylloscopus xanthoschistos,Least Concern,Schedule-IV,X,X,-14.5616037,42.579673,-5.354719124,7.317013963,22.297052,0.0556,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
553,Thick-billed Warbler,Arundinax aedon,Least Concern,Schedule-IV,,X,NA,NA,-4.958077173,10.2423579,12.3188724,0.0882,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Long-Distance
554,Booted Warbler,Iduna caligata,Least Concern,Schedule-IV,X,X,-16.32459103,26.71989824,6.940539048,6.828270045,77.7502227,0.0914,Uncertain,Uncertain,Large,Low,Trends & Range Size,Migratory-Long-Distance
555,Sykes's Warbler,Iduna rama,Least Concern,Schedule-IV,,,NA,NA,NA,NA,NA,NA,,,,,Trends & Range Size,Migratory-Long-Distance
556,Paddyfield Warbler,Acrocephalus agricola,Least Concern,Schedule-IV,X,X,-29.75321848,42.9331597,7.421891509,13.40078375,31.8446093,0.0964,Uncertain,Uncertain,Large,Low,Trends & Range Size,Migratory-Long-Distance
557,Blyth's Reed Warbler,Acrocephalus dumetorum,Least Concern,Schedule-IV,X,X,18.50057811,30.29982752,2.108742939,4.774623533,117.090513,0.0751,Uncertain,Uncertain,Very Large,Low,Trends & Range Size,Migratory-Long-Distance
558,Clamorous Reed Warbler,Acrocephalus stentoreus,Least Concern,Schedule-IV,X,X,0.741124793,30.59477356,4.98134492,5.908983672,33.3567,0,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
559,Striated Grassbird,Megalurus palustris,Least Concern,Schedule-IV,,X,NA,NA,-9.628400684,8.905030831,14.835167,0.0645,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
560,Broad-tailed Grassbird,Schoenicola platyurus,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,2.5223831,0.0808,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
561,West Himalayan Bush Warbler,Locustella kashmirensis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,0.5609,0,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
562,Spotted Bush Warbler,Locustella thoracica,Least Concern,Schedule-IV,,,NA,NA,NA,NA,2.6535167,0.0635,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
563,Bristled Grassbird,Chaetornis striata,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,0.9582267,0.0405,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Migratory-Local
564,Common Tailorbird,Orthotomus sutorius,Least Concern,Schedule-IV,X,X,13.41514545,10.9918569,2.816923911,1.703926843,189.4378644,0.0805,Stable,Moderate Increase,Very Large,Low,Trends & Range Size,Resident
565,Striated Prinia,Prinia crinigera,Least Concern,Schedule-IV,X,X,-31.39562404,42.18526481,9.677512773,13.50045125,16.2010366,0.0673,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
566,Black-throated Prinia,Prinia atrogularis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,4.8666102,0.0779,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
567,Grey-crowned Prinia,Prinia cinereocapilla,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,0.375,0,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
568,Rufous-fronted Prinia,Prinia buchanani,Least Concern,Schedule-IV,X,X,-74.57393989,10.93857356,-9.922844803,5.216823706,34.5094692,0.1045,Strong Decline,Strong Decline,Large,High,Trends,Resident
569,Grey-breasted Prinia,Prinia hodgsonii,Least Concern,Schedule-IV,X,X,-37.54196748,12.75514916,-1.498210736,3.413342175,119.0298031,0.0984,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
570,Graceful Prinia,Prinia gracilis,Least Concern,Schedule-IV,,X,NA,NA,14.34467183,13.20164898,25.9965083,0.091,Data Deficient,Moderate Increase,Large,Low,Trends & Range Size,Resident
571,Jungle Prinia,Prinia sylvatica,Least Concern,Schedule-IV,X,X,-36.85662701,18.87721054,-1.559891357,4.948300718,92.5489197,0.1033,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
572,Yellow-bellied Prinia,Prinia flaviventris,Least Concern,Schedule-IV,,X,NA,NA,-3.131457312,9.901529767,18.0239263,0.0876,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
573,Ashy Prinia,Prinia socialis,Least Concern,Schedule-IV,X,X,104.724553,36.97606044,-0.145316788,2.810312853,167.9781758,0.0739,Strong Increase,Uncertain,Very Large,Low,Trends & Range Size,Resident
574,Plain Prinia,Prinia inornata,Least Concern,Schedule-IV,X,X,120.8159324,37.74891315,-0.68162762,2.627470565,176.3686742,0.0962,Strong Increase,Uncertain,Very Large,Low,Trends & Range Size,Resident
575,Zitting Cisticola,Cisticola juncidis,Least Concern,Schedule-IV,X,X,-15.2197931,18.91892395,-5.027236629,3.141119104,123.3885752,0.1171,Stable,Moderate Decline,Very Large,Low,Trends & Range Size,Resident
576,Golden-headed Cisticola,Cisticola exilis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,5.3989942,0.0646,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
577,Lesser Whitethroat,Sylvia curruca,Least Concern,Schedule-IV,,,-47.62221425,30.29752188,2.738840171,11.44677423,80.2659064,0.0853,Uncertain,Uncertain,Large,Low,Trends & Range Size,Migratory-Long-Distance
578,Eastern Orphean Warbler,Sylvia crassirostris,Least Concern,Schedule-IV,,X,NA,NA,-5.478456811,23.26728173,11.9907422,0.1094,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Migratory-Long-Distance
579,Fire-tailed Myzornis,Myzornis pyrrhoura,Least Concern,Schedule-IV,,X,NA,NA,16.62535048,29.11085475,2.3605382,0.066,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
580,Yellow-eyed Babbler,Chrysomma sinense,Least Concern,Schedule-IV,X,X,-6.638798246,22.01660969,-4.906802934,3.280622685,113.4443712,0.1022,Stable,Moderate Decline,Very Large,Low,Trends & Range Size,Resident
581,Jerdon's Babbler,Chrysomma altirostre,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,2.1119509,0.0771,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
582,White-browed Fulvetta,Fulvetta vinipectus,Least Concern,Schedule-IV,,,NA,NA,NA,NA,3.4891577,0.063,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
583,White-breasted Parrotbill,Psittiparus ruficeps,Least Concern,Schedule-IV,,,NA,NA,NA,NA,0.9481557,0.0714,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
584,Black-breasted Parrotbill,Paradoxornis flavirostris,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,1.4309865,0.0869,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
585,Lesser Rufous-headed Parrotbill,Chleuasicus atrosuperciliaris,Least Concern,Schedule-IV,,,NA,NA,NA,NA,2.1596158,0.1017,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
586,Black-throated Parrotbill,Suthora nipalensis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,4.7458794,0.111,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
587,Striated Yuhina,Yuhina castaniceps,Least Concern,Schedule-IV,,,NA,NA,NA,NA,6.5050489,0.0875,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
588,White-naped Yuhina,Yuhina bakeri,Least Concern,Schedule-IV,,,NA,NA,NA,NA,4.4020982,0.0607,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
589,Whiskered Yuhina,Yuhina flavicollis,Least Concern,Schedule-IV,X,X,9.262860414,59.32629557,-3.536147981,8.243244224,17.2192551,0.0587,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
590,Stripe-throated Yuhina,Yuhina gularis,Least Concern,Schedule-IV,,X,NA,NA,-5.560942067,83.74237306,6.3275379,0.0578,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
591,Rufous-vented Yuhina,Yuhina occipitalis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,3.6226455,0.087,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
592,Black-chinned Yuhina,Yuhina nigrimenta,Least Concern,Schedule-IV,,X,NA,NA,2.322196955,38.20735151,7.4074948,0.0568,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
593,Oriental White-eye,Zosterops palpebrosus,Least Concern,Schedule-IV,X,X,-9.087128397,15.90922711,1.291675775,3.124869108,143.442045,0.0813,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
594,Chestnut-capped Babbler,Timalia pileata,Least Concern,Schedule-IV,,X,NA,NA,10.68960969,83.39585442,7.8175918,0.0762,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
595,Pin-striped Tit Babbler,Mixornis gularis,Least Concern,Schedule-IV,X,X,-6.306128614,67.51649724,5.32164015,15.77156633,14.6012528,0.0625,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
596,Tawny-bellied Babbler,Dumetia hyperythra,Least Concern,Schedule-IV,X,X,-42.29245765,16.08116784,-0.087947944,4.78546296,67.6359106,0.0917,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
597,Dark-fronted Babbler,Rhopocichla atriceps,Least Concern,Schedule-IV,X,X,-79.21482856,12.57116823,-6.669331863,8.677173135,9.5811921,0.0349,Strong Decline,Uncertain,Moderate,Moderate,Trends & Range Size,Resident
598,Golden Babbler,Cyanoderma chrysaeum,Least Concern,Schedule-IV,,X,NA,NA,-9.097054902,15.99648965,7.5380416,0.1013,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
599,Black-chinned Babbler,Cyanoderma pyrrhops,Least Concern,Schedule-IV,X,X,0.270438821,62.82152016,11.46463141,13.78390237,9.8298835,0.051,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
600,Rufous-capped Babbler,Cyanoderma ruficeps,Least Concern,Schedule-IV,,X,NA,NA,-5.478652259,17.42754437,8.8218563,0.067,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
601,Buff-chested Babbler,Cyanoderma ambiguum,Least Concern,Schedule-IV,,,NA,NA,NA,NA,4.7938408,0.1491,Data Deficient,Data Deficient,Moderate,Moderate,Trends & Range Size,Resident
602,Rufous-throated Wren Babbler,Spelaeornis caudatus,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,1.6466418,0.0394,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
603,Mishmi Wren Babbler,Spelaeornis badeigularis,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,0.7080384,0.069,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
604,Bar-winged Wren Babbler,Spelaeornis troglodytoides,Least Concern,Schedule-IV,,,NA,NA,NA,NA,0.555395,0.0287,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
605,Naga Wren Babbler,Spelaeornis chocolatinus,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,0.3125,0,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
606,Tawny-breasted Wren Babbler,Spelaeornis longicaudatus,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,0.125,0,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
607,Slender-billed Scimitar Babbler,Pomatorhinus superciliaris,Least Concern,Schedule-IV,,,NA,NA,NA,NA,3.6204589,0.1001,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
608,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,Least Concern,Schedule-IV,,X,NA,NA,5.848616659,31.72789952,6.995842,0.0634,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
609,Indian Scimitar Babbler,Pomatorhinus horsfieldii,Least Concern,Schedule-IV,X,X,-56.31445623,15.74752984,-2.204202499,6.047962148,27.5772435,0.0486,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
610,White-browed Scimitar Babbler,Pomatorhinus schisticeps,Least Concern,Schedule-IV,,X,NA,NA,-2.281625954,10.98993452,14.7096344,0.0802,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
611,Rusty-cheeked Scimitar Babbler,Erythrogenys erythrogenys,Least Concern,Schedule-IV,X,X,-4.710134229,58.46643431,8.832445638,13.70157507,10.6144658,0.0477,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
612,Spot-breasted Scimitar Babbler,Erythrogenys mcclellandi,Least Concern,Schedule-IV,,,NA,NA,NA,NA,3.350541,0.0893,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
613,Snowy-throated Babbler,Stachyris oglei,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,0.1549,0,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
614,Sikkim Wedge-billed Babbler,Stachyris humei,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,0.6093098,0.0628,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
615,Cachar Wedge-billed Babbler,Stachyris roberti,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,1.0890106,0.085,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
616,White-hooded Babbler,Gampsorhynchus rufulus,Least Concern,Schedule-IV,,X,NA,NA,-6.809824779,17.43524739,2.6508694,0.0736,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
617,Yellow-throated Fulvetta,Schoeniparus cinereus,Least Concern,Schedule-IV,,,NA,NA,NA,NA,2.4467539,0.0507,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
618,Rufous-throated Fulvetta,Schoeniparus rufogularis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,0.6897955,0.0691,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
619,Rufous-vented Grass Babbler,Laticilla burnesii,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,1.1556577,0.0502,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
620,Swamp Grass Babbler,Laticilla cinerascens,Endangered,Schedule-IV,,,NA,NA,NA,NA,0.1875,0,Data Deficient,Data Deficient,Very Restricted,High,Range Size,Resident
621,Puff-throated Babbler,Pellorneum ruficeps,Least Concern,Schedule-IV,X,X,-57.7801389,11.53259681,-3.810955333,4.152618545,55.0159811,0.0663,Moderate Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
622,Marsh Babbler,Pellorneum palustre,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,0.9982813,0.0773,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
623,Long-billed Wren Babbler,Rimator malacoptilus,Least Concern,Schedule-IV,,,NA,NA,NA,NA,1.4858323,0.0631,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
624,Abbott's Babbler,Malacocincla abbotti,Least Concern,Schedule-IV,,X,NA,NA,12.66709498,62.34651716,5.8924102,0.0649,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
625,Indian Grass Babbler,Graminicola bengalensis,Near Threatened,Schedule-IV,,,NA,NA,NA,NA,3.289398,0.1144,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
626,Ludlow's Fulvetta,Fulvetta ludlowi,Least Concern,Schedule-IV,,X,NA,NA,-4.027132228,22.63675638,0.7973796,0.0481,Data Deficient,Uncertain,Restricted,Moderate,Trends & Range Size,Resident
627,Quaker Tit Babbler,Alcippe poioicephala,Least Concern,Schedule-IV,X,X,-76.99554369,7.860700743,3.485079283,6.973146736,28.4993583,0.0539,Strong Decline,Uncertain,Large,Moderate,Trends & Range Size,Resident
628,Nepal Tit Babbler,Alcippe nipalensis,Least Concern,Schedule-IV,,X,NA,NA,-0.795396514,36.19353184,9.3252593,0.0738,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
629,Striated Laughingthrush,Grammatoptila striata,Least Concern,Schedule-IV,X,X,-7.421230033,60.9817198,-5.751814912,8.818980606,10.3845079,0.0475,Uncertain,Uncertain,Moderate,Low,Trends & Range Size,Resident
630,Himalayan Cutia,Cutia nipalensis,Least Concern,Schedule-IV,,,NA,NA,NA,NA,3.3610847,0.0526,Data Deficient,Data Deficient,Restricted,Moderate,Trends & Range Size,Resident
631,Common Babbler,Argya caudata,Least Concern,Schedule-IV,X,X,-39.03074864,16.11142172,0.961953434,4.680375458,97.751175,0.0802,Stable,Uncertain,Large,Low,Trends & Range Size,Resident
632,Striated Babbler,Argya earlei,Least Concern,Schedule-IV,,X,NA,NA,1.477349134,10.07941319,17.3220339,0.0728,Data Deficient,Uncertain,Moderate,Low,Trends & Range Size,Resident
633,Slender-billed Babbler,Chatarrhaea longirostris,Vulnerable,Schedule-IV,,,NA,NA,NA,NA,1.6460328,0.0883,Data Deficient,Data Deficient,Restricted,High,Range Size & IUCN Status,Resident
634,Large Grey Babbler,Argya malcolmi,Least Concern,Schedule-IV,X,X,-29.67141311,17.2093723,-1.899093304,4.051319776,123.807353,0.0732,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
635,Rufous Babbler,Argya subrufa,Least Concern,Schedule-IV,X,X,-48.31929939,31.69185717,-12.33839434,6.50412163,11.54552,0.0364,Uncertain,Strong Decline,Moderate,Moderate,Trends & Range Size,Resident
636,Jungle Babbler,Turdoides striata,Least Concern,Schedule-IV,X,X,-1.596182532,15.66492612,-1.911481664,2.629163261,170.6724257,0.0719,Stable,Uncertain,Very Large,Low,Trends & Range Size,Resident
637,Yellow-billed Babbler,Turdoides affinis,Least Concern,Schedule-IV,X,X,-0.352990609,32.61047829,2.133517192,6.206460754,47.9304569,0.0488,Uncertain,Uncertain,Large,Low,Trends & Range Size,Resident
